movieId,title,clean_title,year,genres,tmdbId,imdbId,in_cf_model
5742,First Monday in October (1981),First Monday in October,1981.0,Comedy|Drama,85058.0,82382,False
5743,"Fort Apache, the Bronx (1981)","Fort Apache, the Bronx",1981.0,Action|Drama,23668.0,82402,True
5744,Four Friends (a.k.a. Georgia's Friends) (1981),Four Friends (a.k.a. Georgia's Friends),1981.0,Drama,70971.0,82404,False
5745,"Four Seasons, The (1981)","Four Seasons, The",1981.0,Comedy|Drama,25113.0,82405,True
5746,Galaxy of Terror (Quest) (1981),Galaxy of Terror (Quest),1981.0,Action|Horror|Mystery|Sci-Fi,28893.0,82431,False
5747,Gallipoli (1981),Gallipoli,1981.0,Drama|War,11646.0,82432,True
5748,"Inquisitor, The (a.k.a. Under Suspicion) (Garde à vue) (1981)","Inquisitor, The (a.k.a. Under Suspicion) (Garde à vue)",1981.0,Crime|Drama,5062.0,82436,False
5749,Ghost Story (1981),Ghost Story,1981.0,Drama|Horror,24634.0,82449,True
5750,Going Ape! (1981),Going Ape!,1981.0,Comedy,75963.0,82457,False
5751,Goodbye Pork Pie (1981),Goodbye Pork Pie,1981.0,Action|Adventure|Drama,16124.0,82464,False
5752,Gregory's Girl (1981),Gregory's Girl,1981.0,Comedy|Romance,21764.0,82477,True
5753,Who Pulled the Plug? (Göta kanal eller Vem drog ur proppen?) (1981),Who Pulled the Plug? (Göta kanal eller Vem drog ur proppen?),1981.0,Comedy,22435.0,82490,False
5754,"Hand, The (1981)","Hand, The",1981.0,Drama|Horror,42149.0,82497,True
5755,Happy Birthday to Me (1981),Happy Birthday to Me,1981.0,Horror|Mystery,37936.0,82498,False
5756,Heartbeeps (1981),Heartbeeps,1981.0,Comedy|Sci-Fi,73247.0,82507,False
5757,History of Kim Skov (Historien om Kim Skov) (1981),History of Kim Skov (Historien om Kim Skov),1981.0,Documentary|Drama,38255.0,175739,False
5758,Horror Planet (a.k.a. Inseminoid) (1981),Horror Planet (a.k.a. Inseminoid),1981.0,Action|Drama|Horror|Sci-Fi,46364.0,84090,False
5759,"Ladies and Gentlemen, the Fabulous Stains (a.k.a. All Washed Up) (1981)","Ladies and Gentlemen, the Fabulous Stains (a.k.a. All Washed Up)",1981.0,Comedy|Drama,27016.0,82639,False
5760,Lady Chatterley's Lover (1981),Lady Chatterley's Lover,1981.0,Drama|Romance,35685.0,82640,False
5761,"Legend of the Lone Ranger, The (1981)","Legend of the Lone Ranger, The",1981.0,Western,38665.0,82648,False
5762,Lili Marleen (1981),Lili Marleen,1981.0,Drama,265.0,82661,False
5763,Lola (1981),Lola,1981.0,Drama,2264.0,82671,True
5764,Looker (1981),Looker,1981.0,Drama|Horror|Sci-Fi|Thriller,21874.0,82677,True
5765,"Looney, Looney, Looney Bugs Bunny Movie, The (1981)","Looney, Looney, Looney Bugs Bunny Movie, The",1981.0,Animation|Children|Comedy,41394.0,82679,True
5766,Madman (1981),Madman,1981.0,Horror,47957.0,82696,False
5767,Teddy Bear (Mis) (1981),Teddy Bear (Mis),1981.0,Comedy|Crime,31407.0,82755,False
5768,Modern Problems (1981),Modern Problems,1981.0,Comedy|Fantasy,16471.0,82763,True
5769,Modern Romance (1981),Modern Romance,1981.0,Comedy|Romance,63443.0,82764,True
5770,Ms. 45 (a.k.a. Angel of Vengeance) (1981),Ms. 45 (a.k.a. Angel of Vengeance),1981.0,Crime|Drama,22171.0,82776,False
5771,My Bloody Valentine (1981),My Bloody Valentine,1981.0,Drama|Horror|Thriller,39874.0,82782,True
5772,My Dinner with André (1981),My Dinner with André,1981.0,Drama,25468.0,82783,True
5773,Neighbors (1981),Neighbors,1981.0,Comedy,19507.0,82801,True
5774,Night of the Zombies (a.k.a. Batallion of the Living Dead) (1981),Night of the Zombies (a.k.a. Batallion of the Living Dead),1981.0,Horror|Sci-Fi,29072.0,82815,False
5775,"Night the Lights Went Out in Georgia, The (1981)","Night the Lights Went Out in Georgia, The",1981.0,Drama,75596.0,82816,False
5776,Only When I Laugh (1981),Only When I Laugh,1981.0,Comedy|Drama,42146.0,82853,False
5777,Pennies from Heaven (1981),Pennies from Heaven,1981.0,Musical|Romance,17450.0,82894,True
5778,Pieces (Mil gritos tiene la noche) (One Thousand Cries Has the Night) (1982),Pieces (Mil gritos tiene la noche) (One Thousand Cries Has the Night),1982.0,Horror|Mystery|Thriller,47886.0,82748,False
5779,Piranha II: The Spawning (1981),Piranha II: The Spawning,1981.0,Horror|Sci-Fi,31646.0,82910,True
5780,Polyester (1981),Polyester,1981.0,Comedy,14269.0,82926,True
5781,Private Lessons (1981),Private Lessons,1981.0,Comedy,41280.0,82948,False
5782,"Professional, The (Le professionnel) (1981)","Professional, The (Le professionnel)",1981.0,Action|Drama|Thriller,1672.0,82949,True
5783,Derrida (2002),Derrida,2002.0,Documentary,35935.0,303326,False
5784,Ghost Ship (2002),Ghost Ship,2002.0,Horror,9645.0,288477,True
5785,Jackass: The Movie (2002),Jackass: The Movie,2002.0,Action|Comedy|Documentary,9012.0,322802,True
5786,Paid in Full (2002),Paid in Full,2002.0,Action|Drama,13098.0,259484,False
5787,"Truth About Charlie, The (2002)","Truth About Charlie, The",2002.0,Mystery|Thriller,13440.0,270707,True
5788,All or Nothing (2002),All or Nothing,2002.0,Drama,12454.0,286261,True
5789,All the Queen's Men (2001),All the Queen's Men,2001.0,Comedy|War,31668.0,252223,False
5790,Food of Love (Manjar de Amor) (2002),Food of Love (Manjar de Amor),2002.0,Drama,41645.0,309600,False
5791,Frida (2002),Frida,2002.0,Drama|Romance,1360.0,120679,True
5792,Roger Dodger (2002),Roger Dodger,2002.0,Comedy|Drama,13441.0,299117,True
5793,Time Changer (2002),Time Changer,2002.0,Drama|Sci-Fi,45767.0,295725,False
5794,Good Work (Beau travail) (1999),Good Work (Beau travail),1999.0,Drama,14626.0,209933,False
5795,"Big Knife, The (1955)","Big Knife, The",1955.0,Film-Noir,48155.0,47880,False
5796,Casino Royale (1967),Casino Royale,1967.0,Action|Adventure|Comedy,12208.0,61452,True
5797,"Company of Wolves, The (1984)","Company of Wolves, The",1984.0,Fantasy|Horror,11905.0,87075,True
5798,Escanaba in da Moonlight (2001),Escanaba in da Moonlight,2001.0,Comedy,39497.0,180679,False
5799,Exodus (1960),Exodus,1960.0,Drama|Romance|War,1941.0,53804,True
5800,How to Murder Your Wife (1965),How to Murder Your Wife,1965.0,Comedy,26685.0,58212,True
5801,"Russians Are Coming, the Russians Are Coming, The (1966)","Russians Are Coming, the Russians Are Coming, The",1966.0,Comedy|War,31918.0,60921,True
5802,"World of Henry Orient, The (1964)","World of Henry Orient, The",1964.0,Comedy,19662.0,58756,True
5803,I Spy (2002),I Spy,2002.0,Action|Adventure|Comedy|Crime,8427.0,297181,True
5804,"Santa Clause 2, The (2002)","Santa Clause 2, The",2002.0,Children|Comedy|Fantasy|Romance,9021.0,304669,True
5805,Besotted (2001),Besotted,2001.0,Drama,277415.0,220331,False
5806,Blackboards (Takhté Siah) (2000),Blackboards (Takhté Siah),2000.0,Drama,28988.0,246266,False
5807,Love In the Time of Money (2002),Love In the Time of Money,2002.0,Comedy|Drama|Romance,52735.0,292501,False
5808,"Weight of Water, The (2000)","Weight of Water, The",2000.0,Thriller,13526.0,210382,True
5809,Femme Fatale (2002),Femme Fatale,2002.0,Crime|Thriller,9280.0,280665,True
5810,8 Mile (2002),8 Mile,2002.0,Drama,65.0,298203,True
5811,Etoiles: Dancers of the Paris Opera Ballet (Tout Près des étoiles) (2001),Etoiles: Dancers of the Paris Opera Ballet (Tout Près des étoiles),2001.0,Documentary|Musical,117520.0,260713,False
5812,Far from Heaven (2002),Far from Heaven,2002.0,Drama|Romance,10712.0,297884,True
5813,"God is Great, I'm Not (Dieu est grand, je suis toute petite) (2001)","God is Great, I'm Not (Dieu est grand, je suis toute petite)",2001.0,Comedy|Romance,27204.0,287986,False
5814,"Rising Place, The (2002)","Rising Place, The",2002.0,Drama,152023.0,201020,False
5815,Half Past Dead (2002),Half Past Dead,2002.0,Action|Crime|Thriller,10167.0,297162,True
5816,Harry Potter and the Chamber of Secrets (2002),Harry Potter and the Chamber of Secrets,2002.0,Adventure|Fantasy,672.0,295297,True
5817,Ararat (2002),Ararat,2002.0,Drama|War,16351.0,273435,True
5818,"Crime of Father Amaro, The (Crimen del padre Amaro, El) (2002)","Crime of Father Amaro, The (Crimen del padre Amaro, El)",2002.0,Drama|Romance,542.0,313196,True
5819,Interview with the Assassin (2002),Interview with the Assassin,2002.0,Drama,36584.0,308411,False
5820,Standing in the Shadows of Motown (2002),Standing in the Shadows of Motown,2002.0,Documentary|Musical,30192.0,314725,True
5821,"Way Home, The (Jibeuro) (2002)","Way Home, The (Jibeuro)",2002.0,Drama,33251.0,312841,False
5822,Mutant Action (Acción Mutante) (1993),Mutant Action (Acción Mutante),1993.0,Action|Comedy|Sci-Fi,25466.0,106215,False
5823,Eyes of an Angel (1991),Eyes of an Angel,1991.0,Drama,50677.0,101844,False
5824,Liberty Stands Still (2002),Liberty Stands Still,2002.0,Action|Drama|Thriller,2165.0,280870,True
5825,"Life and Death of Colonel Blimp, The (1943)","Life and Death of Colonel Blimp, The",1943.0,Drama|Romance|War,25037.0,36112,True
5826,Rio Grande (1950),Rio Grande,1950.0,Romance|Western,11617.0,42895,True
5827,"Young Americans, The (1993)","Young Americans, The",1993.0,Crime|Drama,24909.0,108633,False
5828,Blackrock (1997),Blackrock,1997.0,Drama|Thriller,81530.0,118735,False
5829,Men with Brooms (2002),Men with Brooms,2002.0,Comedy|Drama|Romance,34341.0,263734,True
5830,Mysterious Island (1961),Mysterious Island,1961.0,Adventure|Sci-Fi,18993.0,55207,True
5831,Soul Assassin (2001),Soul Assassin,2001.0,Action|Crime|Thriller,53000.0,271200,False
5832,Left Behind II: Tribulation Force (2002),Left Behind II: Tribulation Force,2002.0,Drama,29229.0,283644,True
5833,Dog Soldiers (2002),Dog Soldiers,2002.0,Action|Horror,11880.0,280609,True
5834,Fingers (1978),Fingers,1978.0,Drama,63435.0,77549,False
5835,"Good Evening, Mr. Wallenberg (God afton, Herr Wallenberg) (1990)","Good Evening, Mr. Wallenberg (God afton, Herr Wallenberg)",1990.0,Drama|War,80849.0,99673,False
5836,Houseboat (1958),Houseboat,1958.0,Comedy|Romance,1377.0,51745,True
5837,Legion of the Dead (2001),Legion of the Dead,2001.0,Comedy|Horror,11629.0,213802,False
5838,Madame Bovary (1991),Madame Bovary,1991.0,Drama,2528.0,102368,True
5839,My Father's Glory (La gloire de mon père) (1990),My Father's Glory (La gloire de mon père),1990.0,Adventure|Drama,12716.0,99669,True
5840,"My Mother's Castle (Château de ma mère, Le) (1990)","My Mother's Castle (Château de ma mère, Le)",1990.0,Comedy|Drama,12717.0,99266,True
5841,Return to the Blue Lagoon (1991),Return to the Blue Lagoon,1991.0,Adventure|Romance,13888.0,102782,True
5842,Too Beautiful for You (Trop belle pour toi) (1989),Too Beautiful for You (Trop belle pour toi),1989.0,Comedy|Drama|Romance,48524.0,98520,False
5843,Toy Soldiers (1991),Toy Soldiers,1991.0,Action|Drama,10750.0,103112,True
5844,"Prowler, The (a.k.a. Rosemary's Killer) (a.k.a. The Graduation) (1981)","Prowler, The (a.k.a. Rosemary's Killer) (a.k.a. The Graduation)",1981.0,Horror,44247.0,82951,False
5845,"Pursuit of D.B. Cooper, The (a.k.a. Pursuit) (1981)","Pursuit of D.B. Cooper, The (a.k.a. Pursuit)",1981.0,Adventure,45226.0,82958,False
5846,Raggedy Man (1981),Raggedy Man,1981.0,Drama,96966.0,82969,False
5847,Ragtime (1981),Ragtime,1981.0,Drama,25566.0,82970,True
5848,Rich and Famous (1981),Rich and Famous,1981.0,Drama,109962.0,82992,False
5849,I'm Starting From Three (Ricomincio da Tre) (1981),I'm Starting From Three (Ricomincio da Tre),1981.0,Comedy,13386.0,81427,False
5850,Road Games (a.k.a. Roadgames) (1981),Road Games (a.k.a. Roadgames),1981.0,Thriller,43089.0,83000,False
5851,Rollover (1981),Rollover,1981.0,Drama,47888.0,83006,False
5852,Saturday the 14th (1981),Saturday the 14th,1981.0,Comedy|Horror,20472.0,83033,True
5853,Scanners (1981),Scanners,1981.0,Horror|Sci-Fi|Thriller,9538.0,81455,True
5854,Sharky's Machine (1981),Sharky's Machine,1981.0,Crime|Drama|Romance,14664.0,83064,True
5855,Shock Treatment (1981),Shock Treatment,1981.0,Comedy|Musical|Sci-Fi,27997.0,83067,False
5856,"Do You Remember Dolly Bell? (Sjecas li se, Dolly Bell) (1981)","Do You Remember Dolly Bell? (Sjecas li se, Dolly Bell)",1981.0,Comedy|Drama|Romance,49934.0,83089,False
5857,So Fine (1981),So Fine,1981.0,Comedy,84735.0,83099,False
5858,"Soupe aux Choux, La (1981)","Soupe aux Choux, La",1981.0,Comedy,9317.0,83109,False
5859,Southern Comfort (1981),Southern Comfort,1981.0,Drama|Thriller|War,12528.0,83111,True
5860,Sphinx (1981),Sphinx,1981.0,Mystery|Thriller,47890.0,83113,False
5861,Tales of Ordinary Madness (Storie di Ordinaria Follia) (1981),Tales of Ordinary Madness (Storie di Ordinaria Follia),1981.0,Drama,69014.0,86410,False
5862,Student Bodies (1981),Student Bodies,1981.0,Comedy|Horror,21515.0,83133,False
5863,Take This Job and Shove It (1981),Take This Job and Shove It,1981.0,Comedy,42371.0,83163,False
5864,"Tarzan, the Ape Man (1981)","Tarzan, the Ape Man",1981.0,Adventure,26325.0,83170,True
5865,Tattoo (1981),Tattoo,1981.0,Drama|Thriller,69169.0,83178,False
5866,They All Laughed (1981),They All Laughed,1981.0,Comedy,31921.0,83189,False
5867,Thief (1981),Thief,1981.0,Crime|Drama|Thriller,11524.0,83190,True
5868,This Is Elvis (1981),This Is Elvis,1981.0,Documentary|Drama|Musical,109264.0,83193,False
5869,True Confessions (1981),True Confessions,1981.0,Crime|Drama,32077.0,83232,True
5870,Revolution #9 (2001),Revolution #9,2001.0,Thriller,326890.0,253586,False
5871,Better Housekeeping (a.k.a. Good Housekeeping) (2000),Better Housekeeping (a.k.a. Good Housekeeping),2000.0,Comedy|Drama,277724.0,230252,False
5872,Die Another Day (2002),Die Another Day,2002.0,Action|Adventure|Thriller,36669.0,246460,True
5873,The Emperor's Club (2002),The Emperor's Club,2002.0,Drama,17187.0,283530,True
5874,Friday After Next (2002),Friday After Next,2002.0,Comedy,10426.0,293815,True
5875,Personal Velocity (2002),Personal Velocity,2002.0,Drama,32625.0,295238,True
5876,"Quiet American, The (2002)","Quiet American, The",2002.0,Drama|Thriller|War,8198.0,258068,True
5877,Smokers Only (Vagón Fumador) (2001),Smokers Only (Vagón Fumador),2001.0,Drama|Romance,204372.0,303396,False
5878,Talk to Her (Hable con Ella) (2002),Talk to Her (Hable con Ella),2002.0,Drama|Romance,64.0,287467,True
5879,Eight Crazy Nights (Adam Sandler's Eight Crazy Nights) (2002),Eight Crazy Nights (Adam Sandler's Eight Crazy Nights),2002.0,Animation|Comedy|Musical,13376.0,271263,True
5880,Extreme Ops (2002),Extreme Ops,2002.0,Action|Adventure|Crime|Thriller,15074.0,283160,False
5881,Solaris (2002),Solaris,2002.0,Drama|Romance|Sci-Fi,2103.0,307479,True
5882,Treasure Planet (2002),Treasure Planet,2002.0,Adventure|Animation|Children|Sci-Fi|IMAX,9016.0,133240,True
5883,They (2002),They,2002.0,Horror|Thriller,16028.0,283632,True
5884,Chopper Chicks in Zombietown (1989),Chopper Chicks in Zombietown,1989.0,Comedy|Horror,27070.0,103959,False
5885,"What to Do in Case of Fire (Was tun, wenn's brennt?) (2002)","What to Do in Case of Fire (Was tun, wenn's brennt?)",2002.0,Comedy|Drama,5261.0,207198,False
5886,I Love You Too (Ik ook Van Jou) (2001),I Love You Too (Ik ook Van Jou),2001.0,Drama|Romance,15514.0,239060,False
5887,Another You (1991),Another You,1991.0,Comedy,23303.0,101356,False
5888,Brother (Brat) (1997),Brother (Brat),1997.0,Crime|Drama,20992.0,118767,True
5889,"Cruel Romance, A (Zhestokij Romans) (1984)","Cruel Romance, A (Zhestokij Romans)",1984.0,Drama|Romance,66091.0,90368,False
5890,Elling (2001),Elling,2001.0,Comedy|Drama,6007.0,279064,True
5891,I Spit on Your Grave (Day of the Woman) (1978),I Spit on Your Grave (Day of the Woman),1978.0,Horror|Thriller,25239.0,77713,True
5892,"Island at the Top of the World, The (1974)","Island at the Top of the World, The",1974.0,Action|Adventure|Children,42453.0,71671,False
5893,"Last Seduction, The (1994)","Last Seduction, The",1994.0,Crime|Drama|Thriller,25284.0,110308,True
5894,"Last Seduction II, The (1999)","Last Seduction II, The",1999.0,Crime|Drama|Thriller,125337.0,177898,False
5895,Making Contact (a.k.a. Joey) (1985),Making Contact (a.k.a. Joey),1985.0,Fantasy|Horror|Sci-Fi,7011.0,89378,False
5896,New Waterford Girl (1999),New Waterford Girl,1999.0,Comedy,35612.0,213121,True
5897,"Noah's Arc Principle, The (Arche Noah Prinzip, Das) (1984)","Noah's Arc Principle, The (Arche Noah Prinzip, Das)",1984.0,Sci-Fi,10880.0,86911,False
5898,"Sword and the Sorcerer, The (1982)","Sword and the Sorcerer, The",1982.0,Action|Adventure|Fantasy,13945.0,84749,True
5899,Zulu (1964),Zulu,1964.0,Action|Drama|War,14433.0,58777,True
5900,Analyze That (2002),Analyze That,2002.0,Comedy|Crime,9932.0,289848,True
5901,Empire (2002),Empire,2002.0,Crime|Drama,13369.0,262396,True
5902,Adaptation (2002),Adaptation,2002.0,Comedy|Drama|Romance,2757.0,268126,True
5903,Equilibrium (2002),Equilibrium,2002.0,Action|Sci-Fi|Thriller,7299.0,238380,True
5904,My Kingdom (2001),My Kingdom,2001.0,Drama,78022.0,273851,False
5905,Soap Girl (2002),Soap Girl,2002.0,Drama|Romance,279784.0,304729,False
5906,It All Starts Today (Ça commence aujourd'hui) (1999),It All Starts Today (Ça commence aujourd'hui),1999.0,Drama,32273.0,186730,False
5907,Medea (1970),Medea,1970.0,Drama,26356.0,66065,False
5908,Scarlet Diva (2000),Scarlet Diva,2000.0,Drama,23990.0,218581,False
5909,Visitor Q (Bizita Q) (2001),Visitor Q (Bizita Q),2001.0,Comedy|Drama|Horror,4241.0,290329,True
5910,"Bolero (Uns et les autres, Les) (1981)","Bolero (Uns et les autres, Les)",1981.0,Drama|War,37335.0,83260,False
5911,Urgh! A Music War (1981),Urgh! A Music War,1981.0,Documentary,34113.0,138902,False
5912,Hit the Bank (Vabank) (1981),Hit the Bank (Vabank),1981.0,Comedy|Crime,22257.0,83271,False
5913,Warning for the Joensson Gang (Varning för Jönssonligan) (1981),Warning for the Joensson Gang (Varning för Jönssonligan),1981.0,Comedy|Crime,35343.0,83276,False
5914,"Vernon, Florida (1981)","Vernon, Florida",1981.0,Documentary,30142.0,83281,True
5915,Victory (a.k.a. Escape to Victory) (1981),Victory (a.k.a. Escape to Victory),1981.0,Action|Drama|War,17360.0,83284,True
5916,Whose Life Is It Anyway? (1981),Whose Life Is It Anyway?,1981.0,Drama,31695.0,83326,True
5917,Zoot Suit (1981),Zoot Suit,1981.0,Drama|Musical,76397.0,83365,False
5918,Alone in the Dark (1982),Alone in the Dark,1982.0,Horror,40952.0,83542,False
5919,Android (1982),Android,1982.0,Sci-Fi,38849.0,83557,False
5920,"Ace of Aces (a.k.a. Super Ace, The) (As des as, L') (1982)","Ace of Aces (a.k.a. Super Ace, The) (As des as, L')",1982.0,Adventure|Comedy,71524.0,83580,False
5921,Attack Force Z (a.k.a. The Z Men) (Z-tzu te kung tui) (1982),Attack Force Z (a.k.a. The Z Men) (Z-tzu te kung tui),1982.0,War,43279.0,83591,False
5922,Attila (Attila Flagello di Dio) (1982),Attila (Attila Flagello di Dio),1982.0,Action,29743.0,80393,False
5923,Author! Author! (1982),Author! Author!,1982.0,Comedy|Drama,41760.0,83598,True
5924,Barbarosa (1982),Barbarosa,1982.0,Western,31665.0,83619,False
5925,"Beast Within, The (1982)","Beast Within, The",1982.0,Horror,40219.0,83629,False
5926,Best Friends (1982),Best Friends,1982.0,Comedy|Drama|Romance,45840.0,83641,False
5927,"Best Little Whorehouse in Texas, The (1982)","Best Little Whorehouse in Texas, The",1982.0,Comedy|Drama|Musical|Romance,16363.0,83642,True
5928,"Border, The (1982)","Border, The",1982.0,Drama,22023.0,83678,False
5929,"Party 2, The (Boum 2, La) (1982)","Party 2, The (Boum 2, La)",1982.0,Comedy|Romance,171.0,83686,False
5930,Brimstone and Treacle (1982),Brimstone and Treacle,1982.0,Drama|Thriller,73116.0,83693,False
5931,Britannia Hospital (1982),Britannia Hospital,1982.0,Comedy|Drama,26639.0,83694,False
5932,Burden of Dreams (1982),Burden of Dreams,1982.0,Documentary,42124.0,83702,True
5933,Cannery Row (1982),Cannery Row,1982.0,Drama,25297.0,83717,True
5934,"Challenge, The (1982)","Challenge, The",1982.0,Action,39274.0,83726,False
5935,Class of 1984 (1982),Class of 1984,1982.0,Action|Drama|Thriller,11564.0,83739,False
5936,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean (1982)","Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",1982.0,Drama,67772.0,83745,True
5937,Danton (1983),Danton,1983.0,Drama,4202.0,83789,True
5938,Deathtrap (1982),Deathtrap,1982.0,Comedy|Crime|Mystery|Thriller,17590.0,83806,True
5939,"Man Who Saves the World, The (Dünyayi Kurtaran Adam) (1982)","Man Who Saves the World, The (Dünyayi Kurtaran Adam)",1982.0,Adventure|Sci-Fi,20787.0,182060,False
5940,Eating Raoul (1982),Eating Raoul,1982.0,Comedy,28940.0,83869,True
5941,Drumline (2002),Drumline,2002.0,Comedy|Drama|Musical|Romance,13497.0,303933,True
5942,"Hot Chick, The (2002)","Hot Chick, The",2002.0,Comedy,11852.0,302640,True
5943,Maid in Manhattan (2002),Maid in Manhattan,2002.0,Comedy|Romance,7303.0,252076,True
5944,Star Trek: Nemesis (2002),Star Trek: Nemesis,2002.0,Action|Drama|Sci-Fi|Thriller,201.0,253754,True
5945,About Schmidt (2002),About Schmidt,2002.0,Comedy|Drama,2755.0,257360,True
5946,"Pellet (Bola, El) (2000)","Pellet (Bola, El)",2000.0,Drama,33504.0,243794,False
5947,Evelyn (2002),Evelyn,2002.0,Drama,21868.0,298856,True
5948,"Guys, The (2002)","Guys, The",2002.0,Drama,65684.0,319470,False
5949,Intact (Intacto) (2001),Intact (Intacto),2001.0,Thriller,10856.0,220580,True
5950,"Jimmy Show, The (2002)","Jimmy Show, The",2002.0,Comedy|Drama,99826.0,271020,False
5951,Morvern Callar (2002),Morvern Callar,2002.0,Drama,18602.0,300214,True
5952,"Lord of the Rings: The Two Towers, The (2002)","Lord of the Rings: The Two Towers, The",2002.0,Adventure|Fantasy,121.0,167261,True
5953,Devils on the Doorstep (Guizi lai le) (2000),Devils on the Doorstep (Guizi lai le),2000.0,Drama|War,25838.0,245929,False
5954,25th Hour (2002),25th Hour,2002.0,Crime|Drama,1429.0,307901,True
5955,Antwone Fisher (2002),Antwone Fisher,2002.0,Drama,13435.0,168786,True
5956,Gangs of New York (2002),Gangs of New York,2002.0,Crime|Drama,3131.0,217505,True
5957,Two Weeks Notice (2002),Two Weeks Notice,2002.0,Comedy|Romance,2642.0,313737,True
5958,"Wild Thornberrys Movie, The (2002)","Wild Thornberrys Movie, The",2002.0,Animation|Children|Comedy,14317.0,282120,True
5959,Narc (2002),Narc,2002.0,Crime|Drama|Thriller,11022.0,272207,True
5960,Bad Influence (1990),Bad Influence,1990.0,Drama|Thriller,24249.0,99091,True
5961,Blue Steel (1990),Blue Steel,1990.0,Action|Thriller,9491.0,99160,True
5962,Body of Evidence (1993),Body of Evidence,1993.0,Drama|Thriller,2149.0,106453,True
5963,"Children's Hour, The (1961)","Children's Hour, The",1961.0,Drama,20139.0,54743,True
5964,Company Business (1991),Company Business,1991.0,Action|Comedy,32074.0,101606,False
5965,"Duellists, The (1977)","Duellists, The",1977.0,Action|War,19067.0,75968,True
5966,"Kiss Before Dying, A (1956)","Kiss Before Dying, A",1956.0,Film-Noir|Mystery,53712.0,49414,False
5967,Legend of the Lost (1957),Legend of the Lost,1957.0,Adventure,25848.0,50629,False
5968,Miami Blues (1990),Miami Blues,1990.0,Comedy|Crime|Drama,14931.0,100143,True
5969,My Girl 2 (1994),My Girl 2,1994.0,Comedy|Drama|Romance,11317.0,110613,True
5970,My Girl (1991),My Girl,1991.0,Comedy|Drama|Romance,4032.0,102492,True
5971,My Neighbor Totoro (Tonari no Totoro) (1988),My Neighbor Totoro (Tonari no Totoro),1988.0,Animation|Children|Drama|Fantasy,8392.0,96283,True
5972,"Road to Hong Kong, The (1962)","Road to Hong Kong, The",1962.0,Comedy,31804.0,56417,False
5973,Running Time (1997),Running Time,1997.0,Crime|Thriller,81048.0,120042,False
5974,"Thief of Bagdad, The (1940)","Thief of Bagdad, The",1940.0,Adventure|Fantasy,12232.0,33152,True
5975,War and Peace (1956),War and Peace,1956.0,Drama|Romance|War,11706.0,49934,True
5976,Where Sleeping Dogs Lie (1992),Where Sleeping Dogs Lie,1992.0,Crime,61265.0,105809,False
5977,Where's Poppa? (1970),Where's Poppa?,1970.0,Comedy,42569.0,66563,False
5978,"Whistle Blower, The (1986)","Whistle Blower, The",1986.0,Thriller,25720.0,92206,False
5979,Attack of the Crab Monsters (1957),Attack of the Crab Monsters,1957.0,Horror|Sci-Fi,26946.0,50147,False
5980,Black Christmas (1974),Black Christmas,1974.0,Horror|Mystery|Thriller,16938.0,71222,True
5981,"Day of the Triffids, The (1962)","Day of the Triffids, The",1962.0,Horror|Sci-Fi,21143.0,55894,True
5982,Esther Kahn (2000),Esther Kahn,2000.0,Drama,61578.0,183056,False
5983,Invaders from Mars (1953),Invaders from Mars,1953.0,Sci-Fi,20424.0,45917,True
5984,"Story of O, The (Histoire d'O) (1975)","Story of O, The (Histoire d'O)",1975.0,Drama|Romance,4561.0,73115,True
5985,Asoka (Ashoka the Great) (2001),Asoka (Ashoka the Great),2001.0,Action|Drama|Romance,4435.0,249371,False
5986,Fat City (1972),Fat City,1972.0,Drama,16993.0,68575,True
5987,"Love, Honour and Obey (2000)","Love, Honour and Obey",2000.0,Comedy|Crime|Drama,18002.0,199727,False
5988,Quicksilver (1986),Quicksilver,1986.0,Drama,21332.0,91814,True
5989,Catch Me If You Can (2002),Catch Me If You Can,2002.0,Crime|Drama,640.0,264464,True
5990,Pinocchio (2002),Pinocchio,2002.0,Children|Comedy|Fantasy,10599.0,255477,True
5991,Chicago (2002),Chicago,2002.0,Comedy|Crime|Drama|Musical,1574.0,299658,True
5992,"Hours, The (2002)","Hours, The",2002.0,Drama|Romance,590.0,274558,True
5993,Max (2002),Max,2002.0,Drama,13560.0,290210,True
5994,Nicholas Nickleby (2002),Nicholas Nickleby,2002.0,Drama|Romance,29339.0,309912,True
5995,"Pianist, The (2002)","Pianist, The",2002.0,Drama|War,423.0,253474,True
5996,Sonny (2002),Sonny,2002.0,Crime|Drama,28028.0,305973,False
5997,Champagne for Caesar (1950),Champagne for Caesar,1950.0,Comedy,41084.0,42325,False
5998,Doppelganger (1993),Doppelganger,1993.0,Horror|Thriller,18773.0,106753,False
5999,Heavy Metal 2000 (2000),Heavy Metal 2000,2000.0,Action|Adventure|Animation|Fantasy|Sci-Fi,16225.0,119273,True
6000,"House on the Edge of the Park, The (Casa sperduta nel parco, La) (1980)","House on the Edge of the Park, The (Casa sperduta nel parco, La)",1980.0,Horror|Thriller,28679.0,80503,False
6001,"King of Comedy, The (1983)","King of Comedy, The",1983.0,Comedy|Drama,262.0,85794,True
6002,Love Liza (2002),Love Liza,2002.0,Drama,15395.0,282698,True
6003,Confessions of a Dangerous Mind (2002),Confessions of a Dangerous Mind,2002.0,Comedy|Crime|Drama|Thriller,4912.0,290538,True
